"global_id";"ID";"Year";"Month";"Name";"NumberOfPersons";
"global_id";"Код";"Год";"Месяц";"Имя";"Количество человек";
"37750254";"1";"2015";"январь";"Мария";"252";
"37750255";"2";"2015";"январь";"Анастасия";"224";
"37750256";"3";"2015";"январь";"Анна";"190";
"37750257";"4";"2015";"январь";"Варвара";"190";
"37750258";"5";"2015";"январь";"Виктория";"186";
"62367755";"483";"2015";"май";"Амелия";"8";
"62367756";"484";"2015";"май";"Камила";"8";
"62367757";"485";"2015";"май";"Евангелина";"8";
"62367758";"486";"2015";"май";"Альбина";"8";
"62367759";"487";"2015";"май";"Владислава";"8";
"62367760";"488";"2015";"май";"Айлин";"8";
"62367761";"489";"2015";"май";"Евдокия";"7";
"62367762";"490";"2015";"май";"Марьям";"7";
"62367763";"491";"2015";"май";"Лейла";"7";
"62367764";"492";"2015";"май";"Мелисса";"7";
"62367765";"493";"2015";"май";"Амира";"7";
"62367766";"494";"2015";"май";"Оливия";"7";
"62367767";"495";"2015";"май";"Виталина";"7";
"62367768";"496";"2015";"май";"Станислава";"6";
"62367769";"497";"2015";"май";"Марьяна";"6";
"62367770";"498";"2015";"май";"Фатима";"6";
"62367771";"499";"2015";"май";"Влада";"6";
"62367772";"500";"2015";"май";"Дана";"6";
"62367773";"501";"2015";"июнь";"Мария";"271";
"62367774";"502";"2015";"июнь";"Анастасия";"242";
"62367775";"503";"2015";"июнь";"Виктория";"226";
"62367776";"504";"2015";"июнь";"София";"217";
"62367777";"505";"2015";"июнь";"Анна";"216";
"62367778";"506";"2015";"июнь";"Елизавета";"214";
"62367779";"507";"2015";"июнь";"Алиса";"191";
"62367780";"508";"2015";"июнь";"Дарья";"189";
"62367781";"509";"2015";"июнь";"Александра";"182";
"62367782";"510";"2015";"июнь";"Полина";"161";
"62367783";"511";"2015";"июнь";"Ксения";"157";
"62367784";"512";"2015";"июнь";"Варвара";"155";
"62367785";"513";"2015";"июнь";"Валерия";"149";
"62367786";"514";"2015";"июнь";"Екатерина";"141";
"62367787";"515";"2015";"июнь";"Арина";"134";
"62367789";"516";"2015";"июнь";"Вероника";"118";
"62367790";"517";"2015";"июнь";"Софья";"110";
"62367791";"518";"2015";"июнь";"Василиса";"108";
"62367792";"519";"2015";"июнь";"Милана";"103";
"62367794";"520";"2015";"июнь";"Ульяна";"101";
"62367795";"521";"2015";"июнь";"Ева";"99";
"62367796";"522";"2015";"июнь";"Кира";"86";
"62367797";"523";"2015";"июнь";"Вера";"67";
"62367798";"524";"2015";"июнь";"Маргарита";"66";
"62367800";"525";"2015";"июнь";"Таисия";"65";
"62367801";"526";"2015";"июнь";"Алёна";"62";
"62367802";"527";"2015";"июнь";"Кристина";"62";
"62367803";"528";"2015";"июнь";"Алина";"59";
"62367804";"529";"2015";"июнь";"Юлия";"53";
"62367805";"530";"2015";"июнь";"Елена";"46";
"62367806";"531";"2015";"июнь";"Диана";"45";
"62367807";"532";"2015";"июнь";"Амина";"44";
"62367808";"533";"2015";"июнь";"Ольга";"43";
"62367809";"534";"2015";"июнь";"Стефания";"42";
"62367810";"535";"2015";"июнь";"Евгения";"36";
"62367811";"536";"2015";"июнь";"Майя";"34";
"62367812";"537";"2015";"июнь";"Ангелина";"32";
"62367813";"538";"2015";"июнь";"Надежда";"30";
"62367814";"539";"2015";"июнь";"Яна";"29";
"62367815";"540";"2015";"июнь";"Марина";"29";
"62367816";"541";"2015";"июнь";"Есения";"28";
"62367817";"542";"2015";"июнь";"Татьяна";"27";
"62367818";"543";"2015";"июнь";"Эмилия";"27";
"62367819";"544";"2015";"июнь";"Мирослава";"26";
"62367820";"545";"2015";"июнь";"Элина";"26";
"62367821";"546";"2015";"июнь";"Злата";"26";
"62367822";"547";"2015";"июнь";"Агата";"25";
"62367823";"548";"2015";"июнь";"Ирина";"23";
"62367824";"549";"2015";"июнь";"Ярослава";"23";
"62367825";"550";"2015";"июнь";"Сафия";"23";
"62367826";"551";"2015";"июнь";"Аделина";"22";
"62367827";"552";"2015";"июнь";"Марьям";"20";
"62367828";"553";"2015";"июнь";"Евдокия";"18";
"62367829";"554";"2015";"июнь";"Антонина";"18";
"62367830";"555";"2015";"июнь";"Ясмина";"17";
"62367831";"556";"2015";"июнь";"Любовь";"17";
"62367832";"557";"2015";"июнь";"Нина";"17";
"62367834";"558";"2015";"июнь";"Олеся";"16";
"62367835";"559";"2015";"июнь";"Светлана";"16";
"62367836";"560";"2015";"июнь";"Ника";"16";
"62367837";"561";"2015";"июнь";"Николь";"16";
"62367838";"562";"2015";"июнь";"Карина";"15";
"62367839";"563";"2015";"июнь";"Алия";"15";
"62367840";"564";"2015";"июнь";"Лидия";"14";
"62367841";"565";"2015";"июнь";"Дарина";"13";
"62367842";"566";"2015";"июнь";"Милена";"13";
"62367843";"567";"2015";"июнь";"Лилия";"13";
"62367844";"568";"2015";"июнь";"Марьяна";"12";
"62367845";"569";"2015";"июнь";"Лейла";"12";
"62367846";"570";"2015";"июнь";"Мила";"12";
"62367847";"571";"2015";"июнь";"Камилла";"11";
"62367848";"572";"2015";"июнь";"Камила";"11";
"62367849";"573";"2015";"июнь";"Зоя";"11";
"62367850";"574";"2015";"июнь";"Амелия";"11";
"62367851";"575";"2015";"июнь";"Фатима";"11";
"62367852";"576";"2015";"июнь";"Амалия";"11";
"62367853";"577";"2015";"июнь";"Ариана";"10";
"62367854";"578";"2015";"июнь";"Марианна";"10";
"62367855";"579";"2015";"июнь";"Виолетта";"10";
"62367857";"580";"2015";"июнь";"Каролина";"10";
"62367858";"581";"2015";"июнь";"Альбина";"9";
"62367859";"582";"2015";"июнь";"Аиша";"9";
"62367860";"583";"2015";"июнь";"Марта";"9";
"62367861";"584";"2015";"июнь";"Амира";"9";
"62367862";"585";"2015";"июнь";"Аглая";"9";
"62367863";"586";"2015";"июнь";"Самира";"9";
"62367864";"587";"2015";"июнь";"Эмма";"9";
"62367865";"588";"2015";"июнь";"Малика";"8";
"62367866";"589";"2015";"июнь";"Раяна";"8";
"62367867";"590";"2015";"июнь";"Эвелина";"8";
"62367868";"591";"2015";"июнь";"Наталья";"8";
"62367869";"592";"2015";"июнь";"Анжелика";"8";
"62367870";"593";"2015";"июнь";"Айлин";"8";
"62367871";"594";"2015";"июнь";"Асия";"8";
"62367872";"595";"2015";"июнь";"Аяна";"8";
"62367873";"596";"2015";"июнь";"Агния";"8";
"62367874";"597";"2015";"июнь";"Милослава";"8";
"62367875";"598";"2015";"июнь";"Евангелина";"8";
"62367876";"599";"2015";"июнь";"Алисия";"7";
"62367877";"600";"2015";"июнь";"Сабина";"7";
"62367878";"601";"2015";"июль";"Мария";"331";
"62367879";"602";"2015";"июль";"Анна";"287";
"62367880";"603";"2015";"июль";"Анастасия";"270";
"62367881";"604";"2015";"июль";"София";"230";
"62367882";"605";"2015";"июль";"Виктория";"226";
"62367883";"606";"2015";"июль";"Елизавета";"218";
"62367884";"607";"2015";"июль";"Александра";"214";
"62367885";"608";"2015";"июль";"Полина";"203";
"62367886";"609";"2015";"июль";"Алиса";"200";
"62367887";"610";"2015";"июль";"Варвара";"191";
"62367888";"611";"2015";"июль";"Дарья";"179";
"62367889";"612";"2015";"июль";"Екатерина";"172";
"62367890";"613";"2015";"июль";"Арина";"149";
"62367891";"614";"2015";"июль";"Софья";"138";
"62367892";"615";"2015";"июль";"Ксения";"133";
"62367893";"616";"2015";"июль";"Вероника";"128";
"62367894";"617";"2015";"июль";"Василиса";"124";
"62367895";"618";"2015";"июль";"Валерия";"122";
"62367896";"619";"2015";"июль";"Милана";"121";
"62367897";"620";"2015";"июль";"Ульяна";"121";
"62367898";"621";"2015";"июль";"Ева";"107";
"62367899";"622";"2015";"июль";"Маргарита";"82";
"62367900";"623";"2015";"июль";"Вера";"81";
"62367901";"624";"2015";"июль";"Алёна";"79";
"62367902";"625";"2015";"июль";"Ольга";"75";
"62367903";"626";"2015";"июль";"Кира";"74";
"62367904";"627";"2015";"июль";"Кристина";"65";
"62367905";"628";"2015";"июль";"Юлия";"61";
"62367906";"629";"2015";"июль";"Ангелина";"58";
"62367907";"630";"2015";"июль";"Алина";"58";
"62367908";"631";"2015";"июль";"Таисия";"55";
"62367909";"632";"2015";"июль";"Диана";"49";
"62367911";"633";"2015";"июль";"Амина";"46";
"62367912";"634";"2015";"июль";"Яна";"44";
"62367913";"635";"2015";"июль";"Евгения";"42";
"62367914";"636";"2015";"июль";"Мирослава";"40";
"62367915";"637";"2015";"июль";"Сафия";"34";
"62367916";"638";"2015";"июль";"Ирина";"29";
"62367917";"639";"2015";"июль";"Надежда";"29";
"62367918";"640";"2015";"июль";"Елена";"28";
"62367919";"641";"2015";"июль";"Стефания";"28";
"62367920";"642";"2015";"июль";"Татьяна";"26";
"62367921";"643";"2015";"июль";"Марина";"26";
"62367922";"644";"2015";"июль";"Ника";"26";
"62367924";"645";"2015";"июль";"Аделина";"25";
"62367925";"646";"2015";"июль";"Майя";"25";
"62367926";"647";"2015";"июль";"Элина";"24";
"62367927";"648";"2015";"июль";"Эмилия";"24";
"62367928";"649";"2015";"июль";"Олеся";"22";
"62367929";"650";"2015";"июль";"Ясмина";"22";
"62367930";"651";"2015";"июль";"Агата";"22";
"62367931";"652";"2015";"июль";"Марьям";"22";
"62367932";"653";"2015";"июль";"Аиша";"21";
"62367933";"654";"2015";"июль";"Ярослава";"20";
"62367934";"655";"2015";"июль";"Милена";"20";
"62367936";"656";"2015";"июль";"Злата";"19";
"62367937";"657";"2015";"июль";"Дарина";"18";
"62367938";"658";"2015";"июль";"Любовь";"18";
"62367939";"659";"2015";"июль";"Есения";"18";
"62367940";"660";"2015";"июль";"Антонина";"15";
"62367941";"661";"2015";"июль";"Камилла";"15";
"62367942";"662";"2015";"июль";"Алия";"14";
"62367943";"663";"2015";"июль";"Мила";"14";
"62367944";"664";"2015";"июль";"Каролина";"14";
"62367945";"665";"2015";"июль";"Агния";"14";
"62367946";"666";"2015";"июль";"Эвелина";"14";
"62367947";"667";"2015";"июль";"Светлана";"14";
"62367948";"668";"2015";"июль";"Зоя";"14";
"62367949";"669";"2015";"июль";"Камила";"13";
"62367950";"670";"2015";"июль";"Евангелина";"12";
"62367951";"671";"2015";"июль";"Владислава";"12";
"62367952";"672";"2015";"июль";"Амелия";"12";
"62367953";"673";"2015";"июль";"Лилия";"12";
"62367954";"674";"2015";"июль";"Нина";"12";
"62367955";"675";"2015";"июль";"Раяна";"12";
"62367956";"676";"2015";"июль";"Марианна";"11";
"62367957";"677";"2015";"июль";"Валентина";"11";
"62367958";"678";"2015";"июль";"Карина";"11";
"62367959";"679";"2015";"июль";"Лейла";"11";
"62367960";"680";"2015";"июль";"Николь";"11";
"62367961";"681";"2015";"июль";"Айлин";"10";
"62367962";"682";"2015";"июль";"Юлиана";"10";
"62367964";"683";"2015";"июль";"Малика";"10";
"62367965";"684";"2015";"июль";"Ариана";"9";
"62367966";"685";"2015";"июль";"Наталья";"9";
"62367967";"686";"2015";"июль";"Анжелика";"9";
"62367968";"687";"2015";"июль";"Мира";"9";
"62367969";"688";"2015";"июль";"Марьяна";"9";
"62367970";"689";"2015";"июль";"Самира";"9";
"62367971";"690";"2015";"июль";"Виолетта";"9";
"62367972";"691";"2015";"июль";"Мадина";"9";
"62367973";"692";"2015";"июль";"Аглая";"9";
"62367974";"693";"2015";"июль";"Лада";"9";
"62367975";"694";"2015";"июль";"Лидия";"9";
"62367976";"695";"2015";"июль";"Наталия";"9";
"62367977";"696";"2015";"июль";"Евдокия";"8";
"62367978";"697";"2015";"июль";"Марта";"8";
"62367979";"698";"2015";"июль";"Алсу";"8";
"62367980";"699";"2015";"июль";"Зарина";"8";
"62367981";"700";"2015";"июль";"Амира";"8";
"62367982";"701";"2015";"август";"Мария";"312";
"62367983";"702";"2015";"август";"Анна";"257";
"62367984";"703";"2015";"август";"София";"225";
"62367985";"704";"2015";"август";"Анастасия";"216";
"62367986";"705";"2015";"август";"Елизавета";"202";
"62367987";"706";"2015";"август";"Виктория";"201";
"62367988";"707";"2015";"август";"Полина";"192";
"62367989";"708";"2015";"август";"Дарья";"187";
"62367990";"709";"2015";"август";"Алиса";"180";
"62367991";"710";"2015";"август";"Александра";"159";
"62367993";"711";"2015";"август";"Арина";"149";
"62367994";"712";"2015";"август";"Екатерина";"148";
"62367995";"713";"2015";"август";"Ксения";"140";
"62367996";"714";"2015";"август";"Вероника";"133";
"62367997";"715";"2015";"август";"Варвара";"132";
"62367998";"716";"2015";"август";"Милана";"109";
"62367999";"717";"2015";"август";"Василиса";"100";
"62368000";"718";"2015";"август";"Валерия";"97";
"62368001";"719";"2015";"август";"Ева";"97";
"62368002";"720";"2015";"август";"Софья";"94";
"62368003";"721";"2015";"август";"Ульяна";"90";
"62368004";"722";"2015";"август";"Маргарита";"81";
"62368005";"723";"2015";"август";"Кира";"76";
"62368006";"724";"2015";"август";"Кристина";"68";
"62368007";"725";"2015";"август";"Ольга";"68";
"62368008";"726";"2015";"август";"Таисия";"64";
"62368009";"727";"2015";"август";"Алёна";"61";
"62368010";"728";"2015";"август";"Диана";"61";
"62368011";"729";"2015";"август";"Юлия";"60";
"62368012";"730";"2015";"август";"Алина";"56";
"62368013";"731";"2015";"август";"Вера";"55";
"62368014";"732";"2015";"август";"Мирослава";"51";
"62368015";"733";"2015";"август";"Ангелина";"50";
"62368016";"734";"2015";"август";"Амина";"49";
"62368017";"735";"2015";"август";"Злата";"32";
"62368018";"736";"2015";"август";"Елена";"31";
"62368019";"737";"2015";"август";"Яна";"31";
"62368020";"738";"2015";"август";"Евгения";"30";
"62368021";"739";"2015";"август";"Татьяна";"30";
"62368022";"740";"2015";"август";"Ирина";"27";
"62368023";"741";"2015";"август";"Сафия";"27";
"62368024";"742";"2015";"август";"Аделина";"25";
"62368025";"743";"2015";"август";"Есения";"25";
"62368026";"744";"2015";"август";"Элина";"23";
"62368027";"745";"2015";"август";"Майя";"22";
"62368028";"746";"2015";"август";"Стефания";"22";
"62368029";"747";"2015";"август";"Марина";"21";
"62368030";"748";"2015";"август";"Камилла";"19";
"62368031";"749";"2015";"август";"Милена";"19";
"62368032";"750";"2015";"август";"Надежда";"19";
"62368033";"751";"2015";"август";"Нина";"19";
"62368034";"752";"2015";"август";"Эмилия";"19";
"62368036";"753";"2015";"август";"Агата";"18";
"62368037";"754";"2015";"август";"Светлана";"18";
"62368038";"755";"2015";"август";"Любовь";"17";
"62368039";"756";"2015";"август";"Ярослава";"17";
"62368040";"757";"2015";"август";"Агния";"16";
"62368041";"758";"2015";"август";"Ника";"16";
"62368042";"759";"2015";"август";"Лилия";"15";
"62368043";"760";"2015";"август";"Малика";"15";
"62368044";"761";"2015";"август";"Марьям";"15";
"62368045";"762";"2015";"август";"Николь";"15";
"62368046";"763";"2015";"август";"Амелия";"14";
"62368047";"764";"2015";"август";"Антонина";"14";
"62368048";"765";"2015";"август";"Алия";"13";
"62368049";"766";"2015";"август";"Евангелина";"13";
"62368050";"767";"2015";"август";"Олеся";"13";
"62368051";"768";"2015";"август";"Ясмина";"13";
"62368052";"769";"2015";"август";"Валентина";"12";
"62368053";"770";"2015";"август";"Виолетта";"12";
"62368054";"771";"2015";"август";"Мадина";"12";
"62368055";"772";"2015";"август";"Самира";"12";
"62368056";"773";"2015";"август";"Дарина";"11";
"62368057";"774";"2015";"август";"Зоя";"11";
"62368058";"775";"2015";"август";"Камила";"11";
"62368060";"776";"2015";"август";"Марианна";"11";
"62368061";"777";"2015";"август";"Мила";"11";
"62368062";"778";"2015";"август";"Ариана";"10";
"62368063";"779";"2015";"август";"Карина";"10";
"62368064";"780";"2015";"август";"Оливия";"10";
"62368065";"781";"2015";"август";"Дана";"9";
"62368066";"782";"2015";"август";"Марьяна";"9";
"62368067";"783";"2015";"август";"Наталия";"9";
"62368068";"784";"2015";"август";"Серафима";"9";
"62368069";"785";"2015";"август";"Альбина";"8";
"62368070";"786";"2015";"август";"Аиша";"8";
"62368071";"787";"2015";"август";"Евдокия";"8";
"62368072";"788";"2015";"август";"Лада";"8";
"62368073";"789";"2015";"август";"Мариам";"8";
"62368074";"790";"2015";"август";"Марта";"8";
"62368075";"791";"2015";"август";"Мира";"8";
"62368076";"792";"2015";"август";"Наталья";"8";
"62368077";"793";"2015";"август";"Пелагея";"8";
"62368078";"794";"2015";"август";"Раяна";"8";
"62368079";"795";"2015";"август";"Тамара";"8";
"62368080";"796";"2015";"август";"Аглая";"7";
"62368081";"797";"2015";"август";"Лидия";"7";
"62368082";"798";"2015";"август";"Лина";"7";
"62368083";"799";"2015";"август";"Медина";"7";
"62368084";"800";"2015";"август";"Мелания";"7";
"62368085";"801";"2015";"сентябрь";"Мария";"305";
"62368086";"802";"2015";"сентябрь";"София";"252";
"62368087";"803";"2015";"сентябрь";"Анна";"244";
"62368088";"804";"2015";"сентябрь";"Виктория";"223";
"62368089";"805";"2015";"сентябрь";"Алиса";"189";
"62368090";"806";"2015";"сентябрь";"Анастасия";"188";
"62368091";"807";"2015";"сентябрь";"Полина";"184";
"62368092";"808";"2015";"сентябрь";"Елизавета";"180";
"62368093";"809";"2015";"сентябрь";"Дарья";"167";
"62368094";"810";"2015";"сентябрь";"Ксения";"153";
"62368095";"811";"2015";"сентябрь";"Арина";"146";
"62368096";"812";"2015";"сентябрь";"Варвара";"140";
"62368097";"813";"2015";"сентябрь";"Александра";"134";
"62368098";"814";"2015";"сентябрь";"Екатерина";"130";
"62368099";"815";"2015";"сентябрь";"Василиса";"126";
"62368100";"816";"2015";"сентябрь";"Валерия";"114";
"62368101";"817";"2015";"сентябрь";"Софья";"109";
"62368102";"818";"2015";"сентябрь";"Вероника";"107";
"62368103";"819";"2015";"сентябрь";"Милана";"103";
"62368104";"820";"2015";"сентябрь";"Ева";"101";
"62368105";"821";"2015";"сентябрь";"Вера";"85";
"62368106";"822";"2015";"сентябрь";"Кристина";"73";
"62368108";"823";"2015";"сентябрь";"Ульяна";"72";
"62368109";"824";"2015";"сентябрь";"Кира";"70";
"62368110";"825";"2015";"сентябрь";"Диана";"68";
"62368111";"826";"2015";"сентябрь";"Алёна";"62";
"62368112";"827";"2015";"сентябрь";"Маргарита";"62";
"62368113";"828";"2015";"сентябрь";"Алина";"59";
"62368114";"829";"2015";"сентябрь";"Мирослава";"46";
"62368115";"830";"2015";"сентябрь";"Амина";"42";
"62368117";"831";"2015";"сентябрь";"Таисия";"41";
"62368118";"832";"2015";"сентябрь";"Юлия";"40";
"62368119";"833";"2015";"сентябрь";"Ангелина";"39";
"62368120";"834";"2015";"сентябрь";"Ольга";"39";
"62368121";"835";"2015";"сентябрь";"Ирина";"34";
"62368122";"836";"2015";"сентябрь";"Татьяна";"33";
"62368123";"837";"2015";"сентябрь";"Яна";"33";
"62368125";"838";"2015";"сентябрь";"Евгения";"32";
"62368126";"839";"2015";"сентябрь";"Стефания";"29";
"62368127";"840";"2015";"сентябрь";"Злата";"27";
"62368128";"841";"2015";"сентябрь";"Сафия";"27";
"62368129";"842";"2015";"сентябрь";"Марьям";"25";
"62368130";"843";"2015";"сентябрь";"Любовь";"24";
"62368131";"844";"2015";"сентябрь";"Милена";"24";
"62368133";"845";"2015";"сентябрь";"Елена";"23";
"62368134";"846";"2015";"сентябрь";"Эмилия";"23";
"62368135";"847";"2015";"сентябрь";"Лидия";"22";
"62368136";"848";"2015";"сентябрь";"Ярослава";"22";
"62368137";"849";"2015";"сентябрь";"Марина";"20";
"62368138";"850";"2015";"сентябрь";"Элина";"18";
"62368139";"851";"2015";"сентябрь";"Надежда";"17";
"62368141";"852";"2015";"сентябрь";"Амелия";"15";
"62368142";"853";"2015";"сентябрь";"Агата";"15";
"62368143";"854";"2015";"сентябрь";"Есения";"15";
"62368144";"855";"2015";"сентябрь";"Майя";"15";
"62368145";"856";"2015";"сентябрь";"Анфиса";"14";
"62368146";"857";"2015";"сентябрь";"Дарина";"14";
"62368147";"858";"2015";"сентябрь";"Олеся";"14";
"62368148";"859";"2015";"сентябрь";"Светлана";"14";
"62368149";"860";"2015";"сентябрь";"Фатима";"14";
"62368150";"861";"2015";"сентябрь";"Ясмина";"14";
"62368151";"862";"2015";"сентябрь";"Агния";"13";
"62368152";"863";"2015";"сентябрь";"Каролина";"13";
"62368153";"864";"2015";"сентябрь";"Наталья";"13";
"62368154";"865";"2015";"сентябрь";"Аделина";"12";
"62368155";"866";"2015";"сентябрь";"Лилия";"12";
"62368156";"867";"2015";"сентябрь";"Мила";"12";
"62368157";"868";"2015";"сентябрь";"Ника";"12";
"62368158";"869";"2015";"сентябрь";"Нина";"12";
"62368159";"870";"2015";"сентябрь";"Аиша";"11";
"62368160";"871";"2015";"сентябрь";"Амира";"11";
"62368161";"872";"2015";"сентябрь";"Ариана";"11";
"62368162";"873";"2015";"сентябрь";"Виолетта";"11";
"62368163";"874";"2015";"сентябрь";"Евдокия";"11";
"62368164";"875";"2015";"сентябрь";"Камила";"11";
"62368165";"876";"2015";"сентябрь";"Карина";"11";
"62368166";"877";"2015";"сентябрь";"Мадина";"11";
"62368167";"878";"2015";"сентябрь";"Николь";"11";
"62368168";"879";"2015";"сентябрь";"Сабина";"11";
"62368169";"880";"2015";"сентябрь";"Антонина";"10";
"62368170";"881";"2015";"сентябрь";"Зоя";"10";
"62368171";"882";"2015";"сентябрь";"Эмма";"10";
"62368172";"883";"2015";"сентябрь";"Камилла";"9";
"62368173";"884";"2015";"сентябрь";"Марта";"9";
"62368174";"885";"2015";"сентябрь";"Серафима";"9";
"62368175";"886";"2015";"сентябрь";"Алия";"8";
"62368176";"887";"2015";"сентябрь";"Евангелина";"8";
"62368177";"888";"2015";"сентябрь";"Марфа";"8";
"62368178";"889";"2015";"сентябрь";"Марьяна";"8";
"62368179";"890";"2015";"сентябрь";"Моника";"8";
"62368180";"891";"2015";"сентябрь";"Оливия";"8";
"62368181";"892";"2015";"сентябрь";"Самира";"8";
"62368182";"893";"2015";"сентябрь";"Сумая";"8";
"62368183";"894";"2015";"сентябрь";"Айлин";"7";
"62368184";"895";"2015";"сентябрь";"Алеся";"7";
"62368185";"896";"2015";"сентябрь";"Владислава";"7";
"62368186";"897";"2015";"сентябрь";"Хадиджа";"7";
"62368187";"898";"2015";"сентябрь";"Эвелина";"7";
"62368188";"899";"2015";"сентябрь";"Анжелика";"6";
"62368189";"900";"2015";"сентябрь";"Валентина";"6";
"62368190";"901";"2015";"октябрь";"Мария";"291";
"62368191";"902";"2015";"октябрь";"София";"279";
"62368192";"903";"2015";"октябрь";"Анна";"246";
"62368193";"904";"2015";"октябрь";"Елизавета";"207";
"62368194";"905";"2015";"октябрь";"Анастасия";"206";
"62368195";"906";"2015";"октябрь";"Виктория";"196";
"62368196";"907";"2015";"октябрь";"Полина";"193";
"62368197";"908";"2015";"октябрь";"Дарья";"184";
"62368198";"909";"2015";"октябрь";"Александра";"182";
"62368200";"910";"2015";"октябрь";"Алиса";"178";
"62368201";"911";"2015";"октябрь";"Софья";"158";
"62368202";"912";"2015";"октябрь";"Варвара";"150";
"62368203";"913";"2015";"октябрь";"Екатерина";"150";
"62368204";"914";"2015";"октябрь";"Вероника";"140";
"62368206";"915";"2015";"октябрь";"Арина";"135";
"62368207";"916";"2015";"октябрь";"Василиса";"125";
"62368208";"917";"2015";"октябрь";"Валерия";"122";
"62368209";"918";"2015";"октябрь";"Ксения";"115";
"62368210";"919";"2015";"октябрь";"Вера";"95";
"62368211";"920";"2015";"октябрь";"Милана";"95";
"62368212";"921";"2015";"октябрь";"Ева";"94";
"62368213";"922";"2015";"октябрь";"Таисия";"79";
"62368214";"923";"2015";"октябрь";"Кира";"75";
"62368216";"924";"2015";"октябрь";"Ульяна";"70";
"62368217";"925";"2015";"октябрь";"Маргарита";"67";
"62368218";"926";"2015";"октябрь";"Ольга";"57";
"62368219";"927";"2015";"октябрь";"Алина";"51";
"62368220";"928";"2015";"октябрь";"Кристина";"51";
"62368221";"929";"2015";"октябрь";"Алёна";"49";
"62368222";"930";"2015";"октябрь";"Диана";"48";
"62368223";"931";"2015";"октябрь";"Юлия";"45";
"62368224";"932";"2015";"октябрь";"Татьяна";"40";
"62368225";"933";"2015";"октябрь";"Амина";"39";
"62368226";"934";"2015";"октябрь";"Злата";"39";
"62368227";"935";"2015";"октябрь";"Мирослава";"38";
"62368228";"936";"2015";"октябрь";"Евгения";"37";
"62368229";"937";"2015";"октябрь";"Надежда";"34";
"62368230";"938";"2015";"октябрь";"Эмилия";"30";
"62368231";"939";"2015";"октябрь";"Елена";"28";
"62368232";"940";"2015";"октябрь";"Стефания";"28";
"62368233";"941";"2015";"октябрь";"Аделина";"27";
"62368234";"942";"2015";"октябрь";"Есения";"27";
"62368235";"943";"2015";"октябрь";"Ирина";"26";
"62368236";"944";"2015";"октябрь";"Яна";"25";
"62368237";"945";"2015";"октябрь";"Ангелина";"23";
"62368238";"946";"2015";"октябрь";"Майя";"23";
"62368239";"947";"2015";"октябрь";"Сафия";"23";
"62368240";"948";"2015";"октябрь";"Элина";"23";
"62368241";"949";"2015";"октябрь";"Ярослава";"22";
"62368242";"950";"2015";"октябрь";"Марьям";"21";
"62368243";"951";"2015";"октябрь";"Светлана";"21";
"62368244";"952";"2015";"октябрь";"Марина";"20";
"62368245";"953";"2015";"октябрь";"Николь";"20";
"62368246";"954";"2015";"октябрь";"Милена";"19";
"62368247";"955";"2015";"октябрь";"Дарина";"18";
"62368248";"956";"2015";"октябрь";"Агата";"17";
"62368249";"957";"2015";"октябрь";"Любовь";"17";
"62368250";"958";"2015";"октябрь";"Оливия";"17";
"62368251";"959";"2015";"октябрь";"Ясмина";"17";
"62368252";"960";"2015";"октябрь";"Лилия";"16";
"62368254";"961";"2015";"октябрь";"Наталья";"16";
"62368255";"962";"2015";"октябрь";"Олеся";"16";
"62368256";"963";"2015";"октябрь";"Лидия";"15";
"62368257";"964";"2015";"октябрь";"Малика";"15";
"62368258";"965";"2015";"октябрь";"Мила";"15";
"62368259";"966";"2015";"октябрь";"Алисия";"14";
"62368260";"967";"2015";"октябрь";"Антонина";"14";
"62368261";"968";"2015";"октябрь";"Карина";"14";
"62368262";"969";"2015";"октябрь";"Нина";"14";
"62368263";"970";"2015";"октябрь";"Пелагея";"14";
"62368264";"971";"2015";"октябрь";"Владислава";"13";
"62368265";"972";"2015";"октябрь";"Камила";"13";
"62368266";"973";"2015";"октябрь";"Самира";"13";
"62368267";"974";"2015";"октябрь";"Фатима";"13";
"62368268";"975";"2015";"октябрь";"Марьяна";"12";
"62368269";"976";"2015";"октябрь";"Ника";"12";
"62368270";"977";"2015";"октябрь";"Агния";"11";
"62368271";"978";"2015";"октябрь";"Евдокия";"11";
"62368272";"979";"2015";"октябрь";"Марта";"11";
"62368273";"980";"2015";"октябрь";"Тамара";"11";
"62368274";"981";"2015";"октябрь";"Аглая";"10";
"62368275";"982";"2015";"октябрь";"Ариана";"10";
"62368276";"983";"2015";"октябрь";"Камилла";"10";
"62368277";"984";"2015";"октябрь";"Мадина";"10";
"62368278";"985";"2015";"октябрь";"Мия";"10";
"62368279";"986";"2015";"октябрь";"Серафима";"10";
"62368280";"987";"2015";"октябрь";"Эвелина";"10";
"62368281";"988";"2015";"октябрь";"Евангелина";"9";
"62368283";"989";"2015";"октябрь";"Амелия";"8";
"62368284";"990";"2015";"октябрь";"Альбина";"8";
"62368285";"991";"2015";"октябрь";"Аврора";"8";
"62368286";"992";"2015";"октябрь";"Алия";"8";
"62368288";"993";"2015";"октябрь";"Анфиса";"8";
"62368289";"994";"2015";"октябрь";"Виолетта";"8";
"62368290";"995";"2015";"октябрь";"Зоя";"8";
"62368291";"996";"2015";"октябрь";"Лейла";"8";
"62368292";"997";"2015";"октябрь";"Станислава";"8";
"62368293";"998";"2015";"октябрь";"Алеся";"7";
